ibn	1103838
gpn	1123360
ew	1099800
emr	32604
stla	1605484
wday	1327811
nio	1736541
ilmn	1110803
snow	1640147
gd	40533
vod	839923
adi	6281
beke	1809587
vrtx	875320
team	1650372
pdrdy	899108
coin	1679788
bcmxy	1447011
ubs	1610520
nem	1164727
tak	1395064
regn	872589
vlvly	753762
khc	1637459
phg	313216
cp	16875
hmc	715153
twlo	1447669
dg	29534
nxpi	1413447
kdp	1418135
ing	1039765
relx	929869
dnzoy	1446598
dow	1751788
mraay	1450468
epd	1061219
lnsty	1439584
trp	1232384
abev	1565025
itub	1132597
race	1648416
smfg	1022837
itocy	355363
amx	1129137
wfafy	1436381
ifnny	1107457
cm	1045520
eog	821189
psa	1393311
mnst	865752
tri	1075124
bntx	1776985
lzagy	1446711
wba	1618921
lyg	1160106
jci	833444
crary	1279967
rop	882835
f	37996
rost	745732
ntoiy	1436791
fanuy	1446596
stz	16918
klac	319201
ngg	1004315
mar	1048286
bk	1390777
olcly	1545460
kmb	55785
info	1598014
eric	717826
danoy	1048515
e	1002242
tel	1385157
idxx	874716
gld	1222333
aig	5272
lulu	1397187
tt	1466258
slb	87347
lhx	202058
jmhly	870016
bce	718940
iqv	1478242
hpq	47217
ecify	1387438
lvs	1300514
vnja	1532383
algn	1097149
aep	4904
bcs	312069
syy	96021
bax	10456
dd	1666700
sxyay	1575851
spot	1639920
exc	1109357
trow	1113169
bbd	1160330
zijmy	1459580
gold	756894
ppg	79879
dlr	1297996
knyjy	1436793
pru	1137774
sre	1032208
hnnmy	1396282
crwd	1535527
mfc	1086888
ovchy	1448817
cvna	1690820
spg	1063761
biib	875045
twtr	1418091
kmi	1506307
nvzmy	1131345
gwlly	1536278
ea	712515
ph	76334
a	1090872
trv	86312
cnq	1017413
ebay	1065088
cnc	1071739
all	899051
mchp	827054
cmg	1058090
aph	820313
roku	1428439
gvdny	1121631
cmi	26172
crh	849395
mtch	891103
carr	1783180
vivhy	1127055
msci	1408198
dash	1792789
orly	898173
svndy	1359519
ahchy	1448987
ctsh	1058290
bbva	842180
xel	72903
mpc	1510295
aptv	1521332
lgfry	1554394
glw	24741
gis	40704
jshly	879875
afl	4977
pins	1506293
alxn	899866
lyb	1489393
veev	1393052
ctas	723254
adm	7084
wit	1123799
dhi	882184
hcmly	948696
psx	1534701
mfg	1335730
khngy	1451287
docu	1261333
schyy	1491703
dfs	1393612
yum	1041061
pxd	1038357
luv	92380
chcjy	1495687
payx	723531
su	311337
htht	1483994
zbh	1136869
rsg	1060391
bili	1723690
swk	93556
codyy	1012037
iff	51253
snps	883241
ntr	1725964
vonoy	1652630
hsy	47111
rblx	1315098
cicoy	1445161
rkt	1805284
okta	1660134
ctva	1755672
dxcm	1093557
wltw	1140536
cdns	813672
pltr	1321655
mtcpy	1159204
vfc	103379
alc	1167379
mt	1243429
path	1734722
crbjy	1454471
oran	1038143
hlt	1585689
pdypy	1627168
clpby	1294325
msi	68505
asazy	1253493
otis	1781335
azo	866787
rht	1087423
ftnt	1262039
w	1616707
arzgy	1379235
pcar	75362
panw	1327567
csgp	1057352
len	920760
kbcsy	1411133
kkr	1404912
vlo	1035002
tdg	1260221
frc	1132979
ckhuy	1637120
tal	1499620
wcn	1318220
stm	932787
amady	1502104
lbrda	1611983
poahy	1450346
cht	1132924
peg	788784
slf	1097362
sbac	1034054
rdsmy	1339422
ame	1037868
nwg	844150
cgemy	1084656
bby	764478
mck	927653
rok	1024478
odfl	878927
dboey	1437147
wec	783325
ccl	815097
sivb	719739
well	766704
cmaky	1453056
mrvl	1835632
wmb	107263
amp	820027
fast	815556
stt	93751
ashty	1518258
bgne	1651308
fitb	35527
wy	106535
bll	9389
ajg	354190
ferg	1832433
nue	73309
xlnx	743988
mga	749098
mplx	1552000
tu	868675
efx	33185
cjpry	1334687
cprt	900075
trumy	1446672
cbre	1138118
dal	27904
vrsk	1442145
mtd	1037646
fmx	1061736
alpmy	1446390
nok	924613
es	72741
db	1159508
tsn	100493
fnv	1456346
kr	56873
dia	1041130
awk	1410636
ibkr	1381197
gwlif	850918
chwy	1766502
anss	1013462
rmd	943819
ksu	54480
dte	936340
eqr	906107
zg	1617640
cabhf	1436647
mdy	936958
avb	915912
ed	1047862
swks	4127
pkx	889132
grmn	1121788
bsbr	1471055
dltr	935703
lh	920148
zto	1677250
saxpy	1436778
caixy	1535628
ndaq	1120193
mgddy	896076
syf	1601712
tef	814052
bfa	14693
et	1276187
ejpry	1093028
zlndy	1638747
are	1035443
rci	733099
ec	1444406
keys	1601046
rweoy	939380
epam	1352010
zbra	877212
tme	1744676
pton	1639825
tyidy	1130894
ccep	1650107
hrl	48465
cuk	1125259
ctryy	1462886
bkr	1701605
oxy	797468
yumc	1673358
expe	1324424
hes	4447
lu	1816007
caj	16988
vmc	1396009
abc	1140859
o	726728
uri	1067701
anet	1596532
ntrs	73124
vrsn	1014473
gasny	1269920
tscdy	885834
u	1810806
rprx	1802768
mxim	743316
viac	813828
gmab	1434265
siri	908937
sgen	1060736
wst	105770
pcg	1004980
edu	1372920
gbery	1179029
dish	1001082
fojcy	1436740
ip	51434
gww	277135
ftv	1659166
mkc	63754
gelyy	1474968
cdw	1402057
oke	1039684
work	1764925
xp	1787425
ddog	1561550
aonny	1300175
cs	1159510
rng	1384905
flt	1175454
hig	874766
svnly	1448613
mlm	916076
clx	21076
cern	804753
yndx	1513845
ttd	1671933
k	55067
ryaay	1038683
fms	1333141
baesy	895564
hubs	1404655
umc	1033767
sgsoy	1069347
tsco	916365
cnhi	1567094
imo	49938
ppl	922224
foxa	1754301
egrny	1595085
tlpfy	1450682
zs	1713683
key	91576
eix	827052
ppccy	1446747
gib	1061574
tlk	1001807
thlly	1722401
tcom	1269238
czr	1590895
burl	1579298
dov	29905
aee	1002910
chd	313927
etr	65984
ozon	1822829
frrvy	1438571
tdoc	1477449
rf	1281761
alsmy	1062066
mtsfy	1446641
gctay	1158089
smnny	1640117
xyl	1524472
cncn	1191334
otsky	1544613
ssmxy	1517231
fts	1666175
net	1477333
rcl	884887
hpe	1645590
qsr	1618756
etsy	1370637
imbby	1072670
ir	1699150
cfg	759944
wdc	106040
mtb	36270
lng	3570
iac	1800227
kmx	1170010
weicy	1452191
stx	1137789
vtr	740260
fe	1031296
kb	1445930
ix	1070304
yahoy	1446437
xpev	1810997
tru	1552033
ter	97210
cqp	1383650
expd	746515
hal	45012
skm	1015650
rnecy	1246135
sbhmy	1604982
it	749251
cghly	1550635
xngsy	1454948
invh	1687229
nvcr	1645113
ally	40729
edr	1766363
app	1751008
exr	1289490
coo	711404
wat	1000697
hznp	1492426
cvac	1809122
wpm	1323404
haity	1553473
trmb	864749
shg	1263043
ttwo	946581
amcr	1748790
cinf	20286
qrvo	1604778
mgm	789570
splk	1353283
gpc	40987
snn	845982
tw	1758730
fandy	1454175
ztcoy	1445156
gnrc	1474735
lb	701985
br	1383312
logi	1032975
payc	1590955
jbht	728535
tfx	96943
szkmy	1263521
nvr	906163
wmg	1319161
ce	1306830
snmry	1437771
cms	811156
ess	920522
ssnc	1402436
alb	915913
sonvy	1450681
stne	1745431
rjf	720005
sui	912593
j	52988
rkuny	1294591
dri	940944
avy	8818
cag	23217
rol	84839
maa	912595
omc	29989
bio	12208
nrily	1179493
vtrs	1792044
pfg	1126328
lyv	1335258
akam	1086222
peak	765880
dkng	1772757
hdely	1400691
incy	879169
ulta	1403568
pool	945841
ctlt	1596783
syiey	1444718
dvn	1090012
avtr	1722482
ste	1757898
ual	100517
tlsny	1169870
hei	46619
disca	1437107
suz	909327
futu	1754581
ntap	1002047
ben	38777
vips	1529192
xm	1747748
ui	1511737
dre	783280
atus	1702780
iex	832101
coup	1385867
pba	1546066
crl	1100682
dgx	1022079
aes	874761
ucbjy	1290640
cah	721371
emn	915389
iau	1278680
mas	62996
exas	1124140
clvt	1764046
bxp	1037540
vici	1705696
pubgy	1050952
wpp	806968
asx	1122411
swgay	1438845
dpz	1286681
mkl	1096343
aem	2809
holx	859737
grfs	1438569
bpy	1545772
tsgty	939383
zi	1794515
mktx	1278021
xpo	1166003
fosuy	1462456
ckisy	1065989
phm	822416
prdsy	1527249
nngry	1690981
whlkf	1449594
chkp	1015922
lyft	1759509
ppd	1793294
nmr	1163653
acgl	947484
lsxma	1560385
atasy	1437775
hban	49196
tif	98246
enph	1463101
enia	912505
tdy	1094285
agr	1634997
tyl	860731
szlmy	1438844
sgioy	1281721
nipnf	72127
wix	1576789
lbtya	1570585
tech	842023
on	1097864
nwsa	1564708
mhk	851968
bip	1406234
cg	1527166
whr	106640
maruy	801645
wrk	1732845
moh	1179929
pki	31791
lumn	18926
zen	1463172
cjewy	1555574
rlx	1828365
fmc	37785
fbhs	1519751
mdb	1441816
wab	943452
cve	1475260
szsay	1444147
l	60086
li	1791706
txt	217346
ptc	857005
elan	1739104
zlab	1704292
cpb	16732
cck	1219601
alfvy	863344
alny	1178670
lkq	1065696
nuan	1002517
bro	79282
jhx	1159152
ttm	926042
podd	1145197
sjm	91419
oaofy	1058255
fang	1539838
wrb	11544
umicy	1477038
xray	818479
sjr	932872
fujhy	800364
ctxs	877890
ldos	1336920
xyigy	1508669
mpwr	1280452
eqh	1333986
pkg	75677
txg	1770787
entg	1101302
evrg	1711269
psmmy	1439580
iep	813762
sbny	1288784
ftch	1740915
wynn	1174922
zlioy	1546084
kkpny	1001474
nice	1003935
lnt	352541
sqm	909037
pags	1712807
fico	814547
bntgy	1533945
vedl	1370431
rh	1528849
sbysf	1783546
hwm	4281
viv	1066119
aal	6201
wsm	719955
kep	887225
mos	1285785
jxhly	1487533
swmay	1011218
pwr	1050915
ednmy	1581671
sam	949870
bmrn	1048477
ranjy	1112439
afrm	1820953
sbsw	1786909
sna	91440
gds	1526125
udr	74208
dvcmy	1163417
has	46080
ts	1190723
osh	1564406
argx	1697862
znh	1041668
jbaxy	1475011
mtuay	1342237
gddy	1609711
aap	1158449
dva	927066
tpl	1811074
coihy	1513977
chrw	1043277
smmyy	1551402
iktsy	1444714
teck	886986
stld	1022671
sid	1049659
cnp	1130310
cgnx	851205
smg	825542
fnf	1331875
apo	1411494
gps	39911
uhs	352915
wpc	1025378
smfky	1537547
wlk	1262823
ato	731802
ggg	42888
lnc	59558
lii	1069202
cna	21175
ivz	914208
agl	1831097
dqjcy	1446597
ntco	1776967
tpr	1116132
nvax	1000694
ndvly	800928
cchgy	1558633
abmrf	1784384
tap	24545
ipg	51644
cxo	1358071
nly	1043219
otex	1002638
alle	1579241
dt	1773383
mtn	812011
abmd	815094
els	895417
frfhf	915191
ophly	940821
magoy	1437144
bg	1144519
penn	921738
fds	1013237
rpm	110621
ihg	858446
amigy	1438930
cgasy	1555207
bwa	908255
bsy	1031308
mpw	1287865
trex	1069878
cx	1076378
cday	1725057
ttc	737758
yasky	1559460
nwl	814453
uhal	4457
gh	1576280
nlok	849399
gdrx	1809519
ndeky	353991
kkoyy	1436794
gl	320335
ccozy	1398879
lpla	1397911
ndsn	72331
qs	1811414
rnlsy	1416039
ach	1161611
jkhy	779152
hst	1070750
levi	94845
cpt	906345
smtoy	95227
cnpay	1450278
ath	1527469
rdy	1135951
masi	937556
irm	1020569
iclr	1060955
plug	1093691
emraf	1127248
hsic	1000228
cboe	1374310
wso	105016
dar	916540
teva	818686
monoy	1583055
bki	1627014
cf	1324404
amh	1562401
bill	1786352
arvl	1835059
chgg	1364954
fnd	1507079
rmyhy	1636804
aos	91142
bah	1443646
clpxy	1490083
lw	1679273
efgsy	1445153
athm	1527636
pnr	77360
lea	842162
wtrg	78128
fivn	1288847
agco	880266
pltk	1828016
cea	1030475
znga	1439404
rs	861884
oc	1370946
cheoy	1453930
reg	910606
clr	732834
ggb	1073404
wb	1595761
sedg	1419612
bch	1161125
siely	1453732
prah	1613859
wal	1212545
bsac	1027552
ahexy	1446251
ewbc	1069157
erie	922621
ebr	1439124
ffiv	1048695
cma	28412
kl	1713443
five	1177609
re	1095073
sc	1580608
ipxhy	1309035
afg	1042046
morn	1289419
ssl	314590
bldr	1316835
hubb	48898
hrgly	1528651
uwmc	1783398
shwgy	1505223
glpi	1575965
gjnsy	1531384
mmp	1126975
iliay	1570932
qgen	1015820
ver	1507385
stbfy	1587200
cree	895419
asgly	7646
kof	910631
wu	1365135
avlr	1348036
rdeiy	1438654
wfg	1402388
cabo	1632127
lamr	1090425
nclh	1513761
fhn	36966
gfl	1780232
shtdy	1556605
iq	1722608
brkr	1109354
ni	1111711
shcay	800840
clf	764065
kotmy	1543727
dbx	1467623
rhi	315213
aseky	1450206
atr	896622
jll	1037976
rl	1037038
acm	868857
y	775368
lnegy	1437041
midd	769520
shmay	1555379
curlf	1756770
mdiby	1379481
csl	790051
gme	1326380
bep	1533232
aeg	769218
nlsn	1492633
ipgp	1111928
ggdvy	925428
dox	1062579
jazz	1232524
uelmo	100826
lad	1023128
kikoy	1446656
pen	1321732
pfpt	1212458
pnw	764622
mcfe	1783317
open	1801169
dnb	1799208
klycy	1449614
bmbl	1830043
bhc	885590
kgc	701818
acsay	1448375
dlb	1308547
psfe	1833835
cold	1455863
aiz	1267238
ua	1336917
bap	1001290
zion	109380
mksi	1049502
oled	1005284
pega	1013857
rgen	730272
sgpyy	1253494
agnc	1423689
kss	885639
warfy	901684
mrvi	1823239
armk	1584509
aqn	1174169
oukpy	1436786
ugi	884614
sci	89089
au	1067428
ubsfy	1446702
cbsh	22356
wynmy	1480134
st	1477294
kim	879101
deck	910521
cms-pb	201533
pso	938323
iaugy	1206571
cgc	1737927
estc	1707753
gfi	1172724
stor	1538990
tuya	1829118
mro	101778
mgp	1656936
flex	866374
osk	775158
shpmy	1570300
bery	1378992
japsy	318269
sommy	1409236
surry	1556607
frt	34903
seic	350894
cae	1173382
ksryy	1668501
wes	1423902
aci	1646972
aemmy	1437776
bc	14930
site	1650729
mlco	1381640
alv	1034670
vno	899689
rohcy	1442653
pcty	1591698
jnpr	1043604
hii	1501585
grpty	1395167
dxc	1688568
g	1398659
wex	1309108
icl	941221
usfd	1665918
azpn	929940
see	1012100
rga	898174
arw	7536
dseey	1481045
kc	1795589
slv	1330568
cone	1553023
pii	931015
ares	1176948
phys	1477049
trgp	1389170
nbix	914475
itt	216228
ehc	785161
synh	1610950
cube	1298675
cpri	1530721
mtz	15615
ohi	888491
amed	896262
gntx	355811
nnn	751364
glob	1557860
uthr	1082554
nrg	1013871
bfam	1437578
prymy	1437672
manh	1056696
alk	766421
an	350698
miufy	1447113
arcc	1287750
axon	1069183
zayo	1608249
run	1469367
hmtly	353990
voya	1535929
cien	936395
casy	726958
knx	1492691
tixt	1825155
tfii	1588823
lspd	1823306
tol	794170
psxp	1572910
jef	96223
cnxc	1803599
pvh	78239
gwre	1528396
dci	29644
apa	1841666
wms	1604028
vlpny	1378984
nfe	1749723
tho	730263
wwd	108312
jsgry	1442656
vwdry	1330306
rnr	913144
pbct	1378946
adt	1703056
leco	59527
vrt	1674101
h	1468174
fcnca	798941
bmrry	1671235
dks	1089063
csan	1430162
ntra	1604821
tiscy	773917
skx	1065837
tpx	1206264
jbl	898293
plan	1540755
tx	1342874
tsp	1823593
rgld	85535
krc	1025996
axta	1616862
cfr	39263
lpl	1290109
lpx	60519
furcf	1559444
yeti	1670592
ccj	1009001
iaa	1745041
ori	74260
exel	939767
che	19584
hbi	1359841
bak	1071438
tokuy	1131652
gbtc	1588489
dooo	1748797
flir	354908
hegiy	1449217
slfpy	1370418
rare	1515673
leg	58492
vst	1692819
bsmx	1698287
crsp	1674416
aa	1675149
fslr	1274494
isuzy	763665
azek	1782754
atdry	1647435
kajmy	1446660
nyt	71691
aer	1378789
mrtx	1576263
mat	63276
cib	1071371
mbt	1115837
pfgc	1618673
omf	1584207
abcl	1703057
dnfgy	1454473
post	1530950
rba	1046102
woof	1826470
chdn	20212
frpt	1611647
pag	1019849
x	1163302
bld	1633931
suopy	1347141
rexr	1571283
lsi	944314
hog	793952
wish	1822250
eeft	1029199
vac	1524358
wrtby	1436771
tdhoy	1288098
roymy	1592438
upst	1647639
htcmy	1446648
nvst	1757073
oln	74303
amg	1004434
faf	1472787
xec	1168054
paas	771992
hrc	47518
snv	18349
sf	720672
stwd	1465128
byd	906553
fate	1434316
tcf	19612
wf	1264136
cacc	885550
rtmvy	1516536
gil	1061894
fsv	1637810
paa	1070423
ffin	36029
gmed	1237831
txrh	1289460
srcl	861878
xlrn	1280600
cog	858470
colm	1050797
malry	1537280
tv	912892
hun	1307954
asnd	1612042
pe	1594466
chng	1756497
mnso	1815846
wh	1722684
asomy	1492075
airc	1820877
mdu	67716
thc	70318
bbio	1743881
bncdy	1667075
itvpy	1283708
coty	1024305
son	91767
yy	1530238
arwr	879407
lstr	853816
hllgy	1674534
oge	1021635
cnvvy	1694271
bgaoy	1325378
gtbif	1795139
tkr	98362
gwph	1351288
pb	1068851
tuify	1342875
ovv	1792580
crox	1334036
shc	1822479
eme	105634
plnt	1637207
four	1794669
bynd	1655210
lazr	1758057
bepc	1791863
man	871763
crcby	1553915
ayi	1144215
nov	1021860
clzny	1366235
brx	1581068
pnfp	1115055
mpfry	1417695
aval	1504764
ibrx	1326110
brks	933974
halo	1159036
reyn	1786431
shmuy	1564228
hocff	1450349
hwdjy	1563177
bpop	763901
foxf	1424929
aacay	1447647
ttek	831641
sjmhy	1599962
msa	66570
iivi	820318
cdk	1609702
fl	850209
jhg	1274173
tmx	1428875
smar	1366561
fr	921825
snx	1177394
felty	1447250
ard	1689662
acc	1283630
ncr	70866
bj	1531152
pri	1475922
rcm	1472595
slm	1032033
gwr	1012620
ingr	1046257
lscc	855658
chh	1046311
angi	1705110
wsc	1647088
ssb	764038
comp	1563190
bokf	875357
nxst	1142417
kt	892450
chpt	1777393
saia	1177702
cohr	21510
exp	918646
bwxt	1486957
rxn	1439288
dnli	1714899
lfus	889331
iart	917520
caci	16058
lhcg	1303313
hta	1360604
jwn	72333
egp	49600
mrwsy	1446128
mituy	1446420
appn	1441683
aeo	919012
trip	1526520
lite	1633978
grub	1594109
unm	5513
jblu	1158463
asmvy	1447945
ads	1101215
hhc	1498828
sekey	1261759
bl	1666134
cakfy	1446707
enggy	1446294
rbc	82811
fvrr	1762301
evr	1360901
shlx	1610466
osagy	1603194
hqy	1428336
medp	1668397
hlf	1180262
cmhhy	1446751
nvta	1501134
eslt	1027664
clgx	36047
ppc	802481
hnp	929058
ntnx	1618732
vvv	1674910
eqt	33213
vly	714310
vnt	1786842
kbr	1357615
gbci	868671
phi	78150
stag	1479094
qrtea	1355096
hfc	48039
cfx	1420800
rdfn	1382821
vopky	1452188
dei	1364250
prgo	1585364
timb	1826168
car	723612
slab	1038074
cr	25445
sklz	1801661
ysg	1819580
achc	1520697
ai	1577526
tgtx	1001316
esgr	1363829
ogfgy	845033
pac	1347557
sgfy	1828182
cc	1627223
esi	1590714
rykky	1592049
onem	1404123
mms	1032220
asgn	890564
srpt	873303
tfsl	1381668
mxchy	1435969
asr	1123452
omcl	926326
ozk	1569650
fls	30625
mstr	1050446
nycb	910073
ely	837465
hele	916789
kzmyy	1438929
gpk	1408075
nkrky	1436790
brthy	14595
tnl	1361658
hayw	1834622
m	794367
vmi	102729
dava	1656081
orcc	1655888
diisy	1563255
esnt	1448893
ufpi	912767
olli	1639300
ocft	1780531
jcom	1084048
wcc	929008
virt	1592386
dcp	1338065
bpmc	1597264
nvro	1444380
src	1308606
sbs	1170858
apps	317788
cuz	25232
dsey	1831617
gtls	892553
upchy	1447772
ash	1674862
ektay	1451160
apnhy	1454177
btg	1429937
ncno	1566895
dq	1477641
uso	1327068
ltcn	1732406
cw	26324
ayx	1689923
pacw	1102112
nvt	1720635
msm	1003078
shi	908732
dufry	1546354
ida	1057877
ubsi	729986
flo	1128928
saic	1571123
tnet	937098
mzday	1447122
staa	718937
vrm	1580864
swi	1739942
pstg	1474432
pk	1617406
clh	822818
lanc	57515
meggy	1487786
qtwo	1410384
ryn	52827
sepjy	1518521
gtes	1718512
nep	1603145
lesl	1821806
snphy	1501108
dv	1819928
nati	935494
bzzuy	1437774
allk	1564824
slg	1040971
ocdx	1828443
kmpr	860748
cigi	913353
ions	874015
acva	1637873
dsgx	1050140
cor	1490892
awi	7431
nomd	1651717
gfszy	1438927
wen	30697
ssd	920371
enic	1659939
adrzy	1436467
al	1487712
tndm	1438133
thg	944695
vir	1706431
cd	1807192
insp	1609550
kbh	795266
rli	84246
cit	1171825
sgms	750004
sem	1320414
wbs	801337
stl	1070154
fhtf	1764443
cciv	1811210
roll	1324948
qdel	353569
zhuzy	1556616
neog	711377
laz	1311370
dada	1793862
alsn	1411207
he	354707
dct	1160951
npsky	354470
altr	1701732
glpg	1421876
axs	1214816
fcn	887936
stn	1131383
wygpy	1450021
auy	1264089
irdm	1418819
pacb	1299130
rxt	1810019
vzio	1835591
shls	1831651
chk	895126
fsly	1517413
hlne	1433642
nrz	1556593
jobs	1295484
chx	1723089
neo	1077183
nfg	70145
pbsfy	1137849
expo	851520
vrns	1361113
avnt	1122976
upwk	1627475
msloy	1447112
mtg	876437
slqt	1794783
goos	1690511
slgn	849869
bcauy	891765
abcm	1492074
tlry	1731348
ttec	1013880
ensg	1125376
powi	833640
prsp	1724670
api	1802883
drvn	1804745
spr	1364885
umbf	101382
swav	1642545
homb	1331520
cour	1651562
r	85961
algm	866291
amkr	1047127
sndr	1692063
twst	1581280
wts	795403
cybr	1598110
isday	1224306
asan	1477720
pgny	1551306
spce	1706946
psth	1811882
inov	1619954
bbavy	1399224
xrx	1770450
cri	1060822
gt	42582
bb	1070235
tcnnf	1754195
rrr	1653653
hli	1302215
sigi	230557
feye	1370880
hiw	921082
bxmt	1061630
bldp	1453015
aciw	935036
bndsy	1438556
syna	817720
ftdr	1727263
adnt	1670541
tsuky	702257
tigo	912958
lgih	1580670
crct	1828962
rnmby	1450345
nea	1195737
kod	1468748
gra	1045309
mp	1801368
thkly	1443275
sdgr	1490978
adpt	1478320
cert	1827090
hxl	717605
docn	1582961
ab	825313
por	784977
appf	1433195
bhvn	1689813
hr	899749
wtfc	1015328
mth	833079
adc	917251
ccmp	1102934
ulcc	1670076
apam	1517302
jbt	1433660
lpro	1806201
atc	1762459
am	1623925
zim	1654126
msgs	1636519
wk	1445305
novt	1076930
nari	1531048
bku	1504008
nav	808450
nkla	1731289
psn	275880
oscr	1568651
tgna	39899
rdn	890926
seb	88121
trno	1476150
avt	8858
sage	1597553
lope	1434588
swch	1710583
amn	1142750
mdc	773141
zh	1835724
pinc	1577916
lmnd	1691421
affs	1365555
crus	772406
kwr	81362
hrb	12659
olo	1431695
qts	1577368
cbu	723188
bkh	1130464
fizz	69891
hwc	750577
ppbi	1028918
psb	866368
cef	1726122
mpln	1793229
imab	1778016
fnb	37808
amc	1411579
tdc	816761
aimc	1374535
tpdky	1436652
lysdy	1444327
ogs	1587732
pch	1338749
pnm	1108426
ugp	1094972
icui	883984
bhf	1685040
apg	1796209
jbgs	1689796
sfix	1576942
rhp	1040829
njr	356309
umpq	1077771
rpd	1560327
bcpc	9326
wri	828916
rvlv	1746618
trq	1158041
iipr	1677576
unf	717954
ldi	1831631
eye	1710155
cnmd	816956
sono	1314727
cwk	1628369
wwe	1091907
ntla	1652130
evbg	1437352
hpp	1482512
rezi	1740332
grp-un	1564538
seas	1564902
tmhc	1562476
becn	1124941
ebc	1810546
alrm	1459200
wing	1636222
unvr	1494319
hypmy	1486749
allo	1737287
pdce	77877
atkr	1666138
krnt	1625791
ait	109563
msp	1724570
sail	1627857
sabr	1597033
yueiy	1444719
iova	1425205
livn	1639691
spb	109177
hain	910406
kex	56047
swx	1692115
alhc	1832466
tkc	1071321
maury	62919
gulry	1449218
beam	1745999
cwh	1669779
smtc	88941
wimhy	1451554
bco	78890
fele	38725
abcb	351569
abg	1144980
ag	1308648
qlys	1107843
go	1771515
rcii	933036
kurry	1446655
doc	1574540
mdla	1540184
sr	1126956
tenb	1660280
cmc	22444
innv	1834376
legn	1801198
agio	1439222
hl	719413
arnc	1790982
pfsi	1745916
hcm	1648257
fti	1681459
itri	780571
musa	1573516
adv	1776661
ay	1601072
sbra	1492298
arna	1080709
neu	1282637
golf	1672013
chffy	1601994
mlluy	1485888
rxrx	1601830
ibp	1580905
dan	26780
safm	812128
wtm	776867
hasi	1561894
ajrd	40888
ens	1289308
cbrl	1067294
sfrgy	1571549
vicr	751978
boh	46195
ccoi	1158324
shak	1620533
prg	1808834
bbu	1654795
expi	1495932
